substep,sim_time,dt,structural_mass,catalyst_mass,retention,classification,struct_rep,cat_rep
1000,0.15624999999999736,0.00015625,1851.3864699775575,636.5417709572021,0.9206034498008177,Seeding,0.0039030599545930482,0.0013390090954499589
2000,0.3125000000000051,0.00015625,1844.485668491038,636.4178147848735,0.9200590902091502,Seeding,0.007791630126719555,0.0026813462167916092
3000,0.46875000000002953,0.00015625,1837.6160660739151,636.2906320351562,0.9194490138297524,Seeding,0.011665710516126925,0.004027480922992171
4000,0.6250000000000095,0.00015625,1830.7812555511946,636.1598785357428,0.9187755519556008,Seeding,0.015525371743662452,0.0053778578526256955
5000,0.7812499999999785,0.00015625,1823.9815883165988,636.0252221315649,0.9180405197590883,Transient,0.019370687607314724,0.006732906424299905
6000,0.9374999999999474,0.00015625,1817.2169131747034,635.8863375648023,0.9172455867323185,Transient,0.023201731914512264,0.008093042821353612
7000,1.093749999999983,0.00015625,1810.4870645939995,635.7429120541129,0.9163923458491031,Transient,0.027018578124915874,0.009458670717313704
8000,1.2500000000000628,0.00015625,1803.7918485699709,635.5946427373945,0.9154823392490472,Transient,0.030821299323711568,0.010830181718160109
9000,1.4062500000001428,0.00015625,1797.1310642417461,635.4412345178935,0.914517069097706,Transient,0.03460996817604788,0.01220795568119392
10000,1.5625000000002227,0.00015625,1790.5045113629867,635.2823982232137,0.9134980035659996,Transient,0.03838465692505794,0.01359236095421684
11000,1.7187500000003026,0.00015625,1783.9119902922205,635.1178563642434,0.912426570326851,Transient,0.04214543739313573,0.01498375464229341
12000,1.8750000000003826,0.00015625,1777.3533019932638,634.947341083584,0.9113041607039121,Transient,0.045892380983211266,0.016382482877815126
13000,2.031250000000418,0.00015625,1770.82824802543,634.7705887198063,0.9101321383971709,Transient,0.049625558680017695,0.017788881046422764
14000,2.187500000000276,0.00015625,1764.3366305232541,634.5873445504071,0.9089118334584204,Transient,0.05334504105131813,0.019203273972573955
15000,2.3437500000001337,0.00015625,1757.8782522033769,634.3973626465374,0.9076445432293677,Transient,0.05705089824912425,0.02062597616540127
16000,2.4999999999999916,0.00015625,1751.45291637064,634.2004076204238,0.9063315305273761,Transient,0.06074320001092479,0.022057292052856555
17000,2.6562499999998495,0.00015625,1745.0604269015037,633.996245049372,0.9049740379677506,Transient,0.06442201566091409,0.02349751614715387
18000,2.8124999999997073,0.00015625,1738.7005882407407,633.7846499393057,0.9035732764521484,Transient,0.06808741411118434,0.024946933236989478
19000,2.9687499999995652,0.00015625,1732.3732054000914,633.565406383987,0.9021304262429798,Transient,0.07173946386291932,0.02640581857776167
20000,3.124999999999423,0.00015625,1726.0780839705167,633.338303966825,0.9006466426425852,Transient,0.07537823300760434,0.02787443810996655
21000,3.281249999999281,0.00015625,1719.8150301031892,633.1031378823761,0.8991230563291713,Transient,0.07900378922822338,0.02935304858965716
22000,3.437499999999139,0.00015625,1713.5838505193274,632.8597116157501,0.8975607700444238,Transient,0.08261619980044706,0.030841897787359667
23000,3.593749999998997,0.00015625,1707.384352512323,632.6078356272844,0.8959608609474728,Transient,0.08621553159383502,0.03234122466191845
24000,3.7499999999988547,0.00015625,1701.21634395041,632.3473267307742,0.8943243819550729,Transient,0.08980185107304237,0.033851259530067894
25000,3.9062499999987126,0.00015625,1695.0796332798602,632.078009766906,0.8926523598166815,Viable,0.09337522429903182,0.03537222423179789
26000,4.062499999998571,0.00015625,1688.9740295400231,631.7997166515356,0.8909457968931029,Viable,0.09693571693030677,0.03690433232268703
27000,4.218749999998429,0.00015625,1682.8993423457769,631.5122816066262,0.8892056782888347,Viable,0.10048339422414329,0.03844778917506022
28000,4.374999999998287,0.00015625,1676.8553818951248,631.2155442567334,0.8874329678278526,Viable,0.1040183210378087,0.04000279214128566
