substep,sim_time,dt,structural_mass,catalyst_mass,retention,classification,struct_rep,cat_rep
1000,0.15624999999999736,0.00015625,1851.1339469175575,636.5441169463157,0.9206426528299331,Seeding,0.0039030750429381216,0.0013387234814025782
2000,0.3125000000000051,0.00015625,1844.2351035567885,636.4203618426998,0.9200957012735108,Seeding,0.007791665778052684,0.002680794622533081
3000,0.46875000000002953,0.00015625,1837.3669217792442,636.293366148904,0.9194831182880646,Seeding,0.011665768171006891,0.004026681703847828
4000,0.6250000000000095,0.00015625,1830.5333166530183,636.1627863274301,0.91880720126299,Seeding,0.015525452086051062,0.005376828889514167
5000,0.7812499999999785,0.00015625,1823.734811087737,636.0282902128047,0.9180697653522344,Transient,0.019370791086797293,0.006731665215569816
6000,0.9374999999999474,0.00015625,1816.9712906251834,635.8895518221863,0.9172724837360846,Transient,0.023201858948392697,0.008091606454622114
7000,1.093749999999983,0.00015625,1810.2425827222899,635.7462606556907,0.9164169478251234,Transient,0.027018729122624815,0.009457055863147962
8000,1.2500000000000628,0.00015625,1803.5484977973313,635.5981140728594,0.9155047002306527,Transient,0.030821474677712908,0.010828404650045871
9000,1.4062500000001428,0.00015625,1796.8888345746739,635.4448160986328,0.9145372445273806,Transient,0.034610168269685174,0.012206032253009353
10000,1.5625000000002227,0.00015625,1790.2633911592923,635.2860816058145,0.913516042794818,Transient,0.03838488212899256,0.013590306621217973
11000,1.7187500000003026,0.00015625,1783.6719671134927,635.1216323481565,0.9124425232663367,Transient,0.042145688062712856,0.014981584502213329
12000,1.8750000000003826,0.00015625,1777.114363816619,634.9511962655074,0.9113180825977243,Transient,0.04589265745766751,0.01638021162547379
13000,2.031250000000418,0.00015625,1770.5903852013018,634.7745118412172,0.9101440805948299,Transient,0.049625861285977096,0.017786522967127304
14000,2.187500000000276,0.00015625,1764.0998353595505,634.5913254077913,0.9089218449300501,Transient,0.053345370106997074,0.0192008429714813
