substep,sim_time,dt,structural_mass,catalyst_mass,retention,classification,struct_rep,cat_rep
1000,0.15624999999999736,0.00015625,1851.4125189830195,636.5277670242797,0.920592376761588,Seeding,0.0039030587894874754,0.0013390819478003944
2000,0.3125000000000051,0.00015625,1844.5125448224942,636.4037654079493,0.9200464981696742,Seeding,0.007791628096941321,0.0026815021835800913
3000,0.46875000000002953,0.00015625,1837.643414284208,636.2765301001485,0.9194349329454946,Seeding,0.011665709175747146,0.004027730478116825
4000,0.6250000000000095,0.00015625,1830.8088304191263,636.145715181305,0.9187600184359593,Seeding,0.015525372055026252,0.005378211193374748
5000,0.7812499999999785,0.00015625,1824.0092634469925,636.0109876777585,0.9180235706933879,Transient,0.019370690095927675,0.006733373461175836
6000,0.9374999999999474,0.00015625,1817.2446703895687,635.8720255370006,0.9172272557888997,Transient,0.023201736966936233,0.008093633196962552
7000,1.093749999999983,0.00015625,1810.514901741595,635.7285148614026,0.9163726695245936,Transient,0.027018586120094855,0.009459393804829679
8000,1.2500000000000628,0.00015625,1803.8197637882954,635.5801579282851,0.915461347370965,Transient,0.030821310633370094,0.010831046636781624
9000,1.4062500000001428,0.00015625,1797.1590557784539,635.4266572787174,0.9144947951541096,Transient,0.03460998316713599,0.012208971315123614
10000,1.5625000000002227,0.00015625,1790.5325774813375,635.2677243968373,0.913474479987932,Transient,0.03838467595980272,0.01359353593773484
11000,1.7187500000003026,0.00015625,1783.9401292676957,635.103080524928,0.912401831012341,Transient,0.04214546082907866,0.014985097356684227
12000,1.8750000000003826,0.00015625,1777.3815121102516,634.9324579215241,0.9112782388722191,Transient,0.04589240917323554,0.016384001449225083
13000,2.031250000000418,0.00015625,1770.856527574673,634.755593409884,0.910105065975797,Transient,0.04962559197236976,0.01779058334641599
14000,2.187500000000276,0.00015625,1764.3649778071735,634.5722329134143,0.9088836408137242,Transient,0.05334507978963258,0.019205167639259522
15000,2.3437500000001337,0.00015625,1757.9066655300817,634.3821284703687,0.9076152629884549,Transient,0.05705094277245071,0.020628068594801294
16000,2.4999999999999916,0.00015625,1751.4813940449387,634.1850449087016,0.906301194355888,Transient,0.06074325065373387,0.02205959038190196
17000,2.6562499999998495,0.00015625,1745.088967247255,633.98075602514,0.9049426651756903,Transient,0.06442207275311346,0.023500027319413794
18000,2.8124999999997073,0.00015625,1738.7291896107597,633.7690326060134,0.90354089178381,Transient,0.06808747797818737,0.024949664035923663
